Expense_ID,Date,Department,Expense_Type,Vendor,Budget,Actual_Expense,Payment_Mode
EXP109293,6/4/2025,Marketing,Maintenance,Quick Supplies,113262,103968,Credit Card
EXP109805,9/3/2024,IT,Maintenance,Star Traders,298671,365746,UPI
EXP100582,10/21/2024,Finance,Consulting,Bright Media,185931,141244,Credit Card
EXP104687,6/10/2024,IT,Software,Star Traders,216926,251581,Cash
EXP103270,11/6/2024,Sales,Maintenance,CloudNet,48411,46574,Cash
EXP121362,9/23/2024,HR,Software,Quick Supplies,45095,31602,Credit Card
EXP115435,2/23/2025,Administration,Salary,Data Corp,203941,221990,Credit Card
EXP117117,2/23/2025,Marketing,Utilities,Data Corp,49295,30401,UPI
EXP103879,3/29/2024,Operation,Utilities,Bright Media,155391,184301,Bank Transfer
EXP115280,10/15/2024,IT,Utilities,Quick Supplies,207758,223378,Bank Transfer
EXP102180,7/25/2024,Sales,Training,Prime Vendors,224670,283033,Bank Transfer
EXP103188,3/25/2024,Sales,Marketing Campaign,ABC Pvt Ltd,233387,300323,Cash
EXP115258,5/10/2024,Sales,Maintenance,CloudNet,262737,270865,Bank Transfer
EXP116596,11/17/2024,IT,Office Supplies,CloudNet,214220,218466,UPI
EXP110327,4/4/2024,Marketing,Office Supplies,Data Corp,276617,222011,UPI
EXP107623,2/11/2025,Sales,Maintenance,Prime Vendors,154159,131087,
EXP115423,5/25/2024,Operation,Software,Bright Media,141794,83072,Credit Card
EXP110613,8/26/2024,HR,Internet,CloudNet,292471,227647,UPI
EXP124813,1/12/2025,Administration,Travel,Star Traders,61402,64581,Credit Card
EXP124898,2/27/2025,Marketing,Maintenance,ABC Pvt Ltd,198560,100564,Cash
EXP117316,2/12/2024,Administration,Maintenance,Quick Supplies,169851,206856,Cash
EXP116849,1/15/2025,IT,Software,Quick Supplies,112868,65110,UPI
EXP110155,1/8/2025,Operation,Travel,Bright Media,162524,209521,Cash
EXP119691,2/2/2025,Marketing,Software,ABC Pvt Ltd,59293,59785,UPI
EXP120403,1/20/2025,Marketing,Consulting,Quick Supplies,152001,170665,Bank Transfer
EXP106201,8/12/2024,Finance,Office Supplies,Data Corp,211571,273904,Cash
EXP114432,3/30/2025,Marketing,Software,Data Corp,277251,183117,Cash
EXP103281,4/22/2025,HR,Marketing Campaign,Data Corp,182093,139386,UPI
EXP111886,3/8/2025,Marketing,Maintenance,Data Corp,194512,210712,UPI
EXP117034,3/30/2024,Operation,Software,ABC Pvt Ltd,77449,86519,Cash
EXP117226,8/1/2025,Operation,Software,Bright Media,33209,44170,UPI
EXP120867,9/25/2024,Operation,Training,Star Traders,232229,322723,Credit Card
EXP112511,1/28/2025,Operation,Salary,Urban Services,196942,199595,Bank Transfer
EXP114733,8/6/2024,Marketing,Utilities,Quick Supplies,68537,91824,UPI
EXP107013,7/7/2024,Sales,Utilities,Prime Vendors,119859,111876,Credit Card
EXP119126,5/27/2024,Finance,Internet,CloudNet,257889,222597,Bank Transfer
EXP112548,8/25/2024,HR,Software,Urban Services,277768,261456,Bank Transfer
EXP100185,4/26/2025,HR,Salary,Tech Solutions,138211,116929,Bank Transfer
EXP109055,11/24/2024,IT,Maintenance,CloudNet,176770,191023,Cash
EXP116051,7/10/2024,IT,Software,Quick Supplies,70580,76944,Credit Card
EXP123515,8/2/2024,Administration,Internet,Prime Vendors,24365,30590,UPI
EXP104062,1/7/2024,Marketing,Office Supplies,Bright Media,136161,158440,Credit Card
EXP123628,4/4/2024,HR,Utilities,Star Traders,229934,122199,Credit Card
EXP110857,2/13/2024,Finance,Utilities,Quick Supplies,126455,94786,Bank Transfer
EXP119721,7/29/2024,HR,Internet,Star Traders,69389,90736,Bank Transfer
EXP114768,4/30/2024,IT,Travel,Global Systems,144960,99662,Cash
EXP101415,4/16/2025,Sales,Consulting,Urban Services,205492,184276,UPI
EXP124286,10/24/2024,Administration,Internet,ABC Pvt Ltd,276792,407683,Credit Card
EXP114105,1/27/2024,Sales,Maintenance,Data Corp,171538,249264,Credit Card
EXP113953,3/17/2025,Marketing,Internet,Prime Vendors,32256,32228,UPI
EXP114962,9/18/2024,Operation,Travel,Quick Supplies,214551,257861,Credit Card
EXP119716,2/11/2024,Sales,Travel,Quick Supplies,210974,187678,Bank Transfer
EXP114509,1/17/2024,Administration,Training,Prime Vendors,223750,242541,Cash
EXP119231,1/16/2024,Sales,Training,Tech Solutions,106532,133085,Cash
EXP106413,1/2/2024,HR,Training,Bright Media,203401,149744,UPI
EXP104327,6/12/2024,Marketing,Internet,Urban Services,147484,198256,Credit Card
EXP108776,3/16/2025,IT,Salary,Bright Media,283944,375227,Cash
EXP116325,3/28/2025,HR,Office Supplies,Prime Vendors,190020,182850,UPI
EXP109049,3/25/2025,Administration,Salary,Bright Media,139528,135046,Bank Transfer
EXP107670,1/20/2025,HR,Travel,Data Corp,216541,272338,Bank Transfer
EXP123698,6/10/2024,Administration,Internet,Urban Services,115866,58500,UPI
EXP115136,2/12/2024,Marketing,Maintenance,Tech Solutions,106418,159015,UPI
EXP109786,11/3/2024,Marketing,Office Supplies,CloudNet,77777,46342,Cash
EXP106630,3/30/2025,Sales,Office Supplies,Bright Media,57726,80626,Bank Transfer
EXP107380,3/7/2025,Administration,Marketing Campaign,Global Systems,102247,57245,Credit Card
EXP116297,1/15/2025,Operation,Software,Global Systems,262778,262674,Credit Card
EXP123164,4/29/2025,Administration,Maintenance,Quick Supplies,229650,191221,UPI
EXP102952,5/11/2025,IT,Office Supplies,Global Systems,160265,224483,Cash
EXP117957,4/30/2025,Marketing,Travel,Global Systems,196772,148822,Cash
EXP112876,4/28/2025,Marketing,Training,Star Traders,81635,89315,UPI
EXP112964,5/11/2024,Finance,Maintenance,CloudNet,249817,150031,UPI
EXP117318,9/5/2024,Marketing,Maintenance,Quick Supplies,188781,146320,Credit Card
EXP106805,2/13/2024,Finance,Marketing Campaign,Data Corp,189178,207219,Cash
EXP109113,5/22/2024,IT,Software,CloudNet,39961,23033,Credit Card
EXP114320,1/6/2024,Administration,Internet,CloudNet,148477,177470,Bank Transfer
EXP113176,2/12/2024,HR,Travel,CloudNet,246353,267867,Bank Transfer
EXP113470,2/5/2025,Marketing,Software,Bright Media,93954,60387,Bank Transfer
EXP112635,3/12/2024,Marketing,Internet,CloudNet,26418,17836,Cash
EXP102205,4/22/2025,Marketing,Consulting,Star Traders,252098,313183,UPI
EXP121808,8/11/2024,Marketing,Maintenance,Data Corp,230466,172976,Cash
EXP117571,2/10/2024,HR,Internet,Tech Solutions,184186,190338,Bank Transfer
EXP111769,4/29/2024,Marketing,Travel,ABC Pvt Ltd,91703,53524,Cash
EXP102456,7/23/2024,HR,Internet,Data Corp,270326,369038,Bank Transfer
EXP115115,3/7/2025,Operation,Travel,CloudNet,116226,98300,Bank Transfer
EXP108823,6/13/2024,Finance,Maintenance,Star Traders,61726,34938,Bank Transfer
EXP122969,1/20/2025,Operation,Salary,CloudNet,48601,64138,Cash
EXP113365,3/9/2024,Administration,Software,Global Systems,114853,86351,Credit Card
EXP112762,8/7/2024,Finance,Marketing Campaign,CloudNet,165489,106651,Cash
EXP110523,1/15/2024,IT,Office Supplies,ABC Pvt Ltd,72528,94147,Bank Transfer
EXP106096,2/27/2025,Sales,Marketing Campaign,Global Systems,183231,198879,Cash
EXP123857,8/15/2024,Sales,Salary,Data Corp,60116,33533,Cash
EXP108232,1/22/2025,Finance,Travel,Prime Vendors,236673,200591,Cash
EXP121197,5/4/2024,IT,Travel,CloudNet,292710,354581,Cash
EXP111090,4/22/2024,Sales,Maintenance,Quick Supplies,108602,65457,Cash
EXP121926,3/9/2025,Administration,Travel,CloudNet,234525,229419,Cash
EXP121456,11/30/2024,Sales,Marketing Campaign,Star Traders,78887,96927,Credit Card
EXP116197,3/19/2024,Administration,Marketing Campaign,Urban Services,230787,201952,Bank Transfer
EXP113219,10/28/2024,Sales,Salary,Global Systems,269689,173344,Cash
EXP107475,2/4/2025,Finance,Consulting,Quick Supplies,209696,180781,Cash
EXP102552,12/2/2025,IT,Consulting,Global Systems,51857,34918,Bank Transfer
EXP106975,10/2/2024,Sales,Internet,Urban Services,297177,268022,Bank Transfer
EXP108651,4/3/2024,Operation,Office Supplies,Prime Vendors,164615,203323,Bank Transfer
EXP120526,6/3/2025,Finance,Utilities,Data Corp,36152,34633,Credit Card
EXP101665,10/1/2024,IT,Travel,Tech Solutions,186234,138937,Cash
EXP119878,12/13/2024,Marketing,Utilities,Data Corp,169995,180113,Cash
EXP103837,4/25/2025,IT,Maintenance,Bright Media,28340,24095,Bank Transfer
EXP122761,4/30/2025,Operation,Salary,Data Corp,268159,354959,Cash
EXP102582,9/6/2024,Operation,Software,Tech Solutions,253880,130308,Bank Transfer
EXP100802,9/12/2024,Operation,Training,CloudNet,251482,317361,Bank Transfer
EXP109179,2/29/2024,Administration,Maintenance,Global Systems,227191,326331,UPI
EXP123343,3/21/2025,Finance,Consulting,Quick Supplies,33272,49475,Bank Transfer
EXP108916,3/1/2025,HR,Marketing Campaign,Quick Supplies,249415,153406,Cash
EXP116293,1/20/2024,Finance,Utilities,Bright Media,139508,195637,Cash
EXP117907,12/31/2024,Operation,Office Supplies,Urban Services,292931,362449,Bank Transfer
EXP110282,3/20/2024,Administration,Consulting,Data Corp,202981,201340,UPI
EXP123115,8/23/2024,Administration,Office Supplies,Quick Supplies,127644,158508,Cash
EXP107963,4/14/2025,HR,Maintenance,Data Corp,56060,43468,Cash
EXP112877,1/4/2025,Finance,Marketing Campaign,Data Corp,201765,263879,Credit Card
EXP117867,2/12/2024,IT,Software,Urban Services,94723,65133,Cash
EXP122599,2/7/2025,Marketing,Marketing Campaign,Tech Solutions,20817,22755,Cash
EXP117638,7/29/2024,HR,Training,ABC Pvt Ltd,110038,150385,Bank Transfer
EXP101811,6/15/2024,Administration,Training,CloudNet,226847,183197,Bank Transfer
EXP123729,1/31/2024,Administration,Maintenance,Bright Media,182908,118044,Bank Transfer
EXP103527,2/2/2024,Sales,Software,Data Corp,174849,95258,Bank Transfer
EXP109983,11/24/2024,HR,Salary,Star Traders,136521,116036,Bank Transfer
EXP122592,3/6/2024,Marketing,Marketing Campaign,Urban Services,154815,151694,Credit Card
EXP104295,5/17/2024,Sales,Software,Tech Solutions,261828,351147,Credit Card
EXP100602,6/7/2024,Marketing,Software,Quick Supplies,265511,158579,Cash
EXP116292,1/3/2025,IT,Utilities,Star Traders,249919,370809,Cash
EXP122091,3/18/2025,Operation,Training,Urban Services,69704,40299,Cash
EXP113957,6/19/2024,Finance,Consulting,Global Systems,39527,50742,Bank Transfer
EXP110360,2/6/2024,Operation,Marketing Campaign,Data Corp,227289,164965,UPI
EXP116814,12/15/2024,IT,Training,Bright Media,83915,103475,UPI
EXP103275,4/30/2024,Sales,Consulting,Prime Vendors,188583,147570,Cash
EXP110525,7/26/2024,Operation,Salary,ABC Pvt Ltd,141518,185657,Bank Transfer
EXP101760,4/4/2025,Sales,Travel,Urban Services,292739,186920,Cash
EXP124218,2/23/2024,Administration,Training,ABC Pvt Ltd,257784,232454,Bank Transfer
EXP115724,2/18/2025,Sales,Software,Data Corp,202538,115771,Bank Transfer
EXP117904,8/17/2024,Administration,Travel,Bright Media,268567,402512,Bank Transfer
EXP120225,5/23/2024,Sales,Internet,Prime Vendors,195404,189020,UPI
EXP116966,11/1/2024,Marketing,Marketing Campaign,Urban Services,212162,183396,Bank Transfer
EXP103928,4/22/2024,Operation,Training,Star Traders,240807,273971,Credit Card
EXP120856,9/23/2024,IT,Maintenance,Tech Solutions,109732,101125,Cash
EXP113476,4/29/2024,Finance,Office Supplies,Prime Vendors,183895,101215,Cash
EXP115758,2/20/2024,IT,Salary,Urban Services,164401,122408,Credit Card
EXP121328,7/11/2024,Operation,Maintenance,Data Corp,149409,169209,Cash
EXP100043,12/5/2024,Marketing,Maintenance,Urban Services,193119,216902,Cash
EXP113955,2/24/2025,Finance,Maintenance,Data Corp,61833,34054,UPI
EXP120350,2/15/2025,Sales,Travel,Urban Services,89541,82238,Cash
EXP104969,6/11/2024,Finance,Salary,Bright Media,143141,99698,Cash
EXP102201,9/30/2024,Finance,Office Supplies,Global Systems,288949,281561,Cash
EXP116189,5/2/2025,HR,Software,Star Traders,198277,255050,UPI
EXP118636,12/22/2024,Administration,Travel,Global Systems,87392,82540,Bank Transfer
EXP123686,3/4/2024,Administration,Training,Star Traders,141157,188263,Bank Transfer
EXP116266,5/3/2025,Sales,Internet,CloudNet,215575,285678,UPI
EXP116000,2/19/2024,Operation,Internet,Tech Solutions,30550,45402,Cash
EXP107157,3/16/2024,Finance,Internet,Prime Vendors,201028,140944,UPI
EXP100874,11/10/2024,Operation,Maintenance,Star Traders,266765,344392,Cash
EXP106877,8/9/2024,Operation,Software,CloudNet,96775,132020,Bank Transfer
EXP124500,10/13/2024,IT,Travel,Global Systems,155424,189272,Bank Transfer
EXP108895,8/22/2024,Operation,Office Supplies,Urban Services,252693,133702,Cash
EXP101626,5/7/2024,IT,Maintenance,Tech Solutions,134794,186116,Cash
EXP119251,10/18/2024,Sales,Utilities,CloudNet,22188,18199,Bank Transfer
EXP114185,3/25/2024,IT,Training,Data Corp,30043,24078,UPI
EXP113525,1/8/2025,Operation,Software,ABC Pvt Ltd,71478,75184,Cash
EXP120462,7/27/2024,Marketing,Travel,Quick Supplies,252369,341288,Bank Transfer
EXP113240,4/25/2024,Administration,Salary,Star Traders,149131,163899,Cash
EXP102280,6/17/2024,HR,Salary,Prime Vendors,213661,255175,Bank Transfer
EXP109563,2/26/2025,Finance,Software,Global Systems,170124,231336,Bank Transfer
EXP118732,4/25/2024,HR,Maintenance,Prime Vendors,296911,164129,Credit Card
EXP116976,1/31/2025,Finance,Internet,Urban Services,281624,237465,Cash
EXP100979,11/7/2024,Sales,Training,Bright Media,167847,176498,Credit Card
EXP120489,2/7/2024,Operation,Utilities,CloudNet,261106,176420,Bank Transfer
EXP103819,3/28/2024,Sales,Travel,CloudNet,194723,267918,Credit Card
EXP124864,9/9/2024,HR,Training,Tech Solutions,287576,294311,Bank Transfer
EXP111842,5/13/2024,IT,Office Supplies,CloudNet,96509,70451,Credit Card
EXP123230,1/10/2024,Administration,Utilities,Quick Supplies,60195,42450,UPI
EXP105193,10/23/2024,IT,Office Supplies,Bright Media,108858,60933,UPI
EXP101179,6/26/2024,HR,Internet,Prime Vendors,283950,171613,Cash
EXP101018,4/22/2024,HR,Maintenance,ABC Pvt Ltd,25456,33702,UPI
EXP102955,5/13/2025,HR,Consulting,CloudNet,292015,391155,Bank Transfer
EXP116416,1/2/2025,IT,Consulting,CloudNet,278921,212408,Credit Card
EXP123997,3/31/2025,Operation,Maintenance,CloudNet,193893,225538,Cash
EXP118937,3/30/2025,HR,Software,Star Traders,290958,175480,Cash
EXP119970,10/15/2024,Marketing,Travel,Bright Media,216988,159172,UPI
EXP102400,12/4/2024,Marketing,Marketing Campaign,Data Corp,139678,134513,Bank Transfer
EXP106945,10/6/2024,IT,Training,Quick Supplies,285533,324318,Credit Card
EXP104646,12/11/2024,Operation,Utilities,Data Corp,88437,74276,UPI
EXP100100,2/11/2025,Operation,Marketing Campaign,CloudNet,35176,19205,Bank Transfer
EXP118629,12/27/2024,Marketing,Consulting,Bright Media,58101,35194,Cash
EXP119899,6/21/2024,Administration,Software,Bright Media,181189,140286,Cash
EXP120800,10/5/2024,Administration,Software,ABC Pvt Ltd,70609,97908,Credit Card
EXP118409,2/12/2025,Administration,Software,Urban Services,299932,244336,UPI
EXP124751,2/12/2025,IT,Internet,Tech Solutions,63058,62772,Credit Card
EXP105425,1/28/2024,Administration,Utilities,Urban Services,94299,64222,Cash
EXP100949,1/14/2025,HR,Consulting,Tech Solutions,78396,46186,Cash
EXP111330,1/5/2024,Finance,Maintenance,Quick Supplies,20823,26763,Credit Card
EXP120460,1/18/2025,Operation,Maintenance,Quick Supplies,289392,245057,Bank Transfer
EXP111183,2/13/2024,Finance,Salary,Prime Vendors,233961,289485,UPI
EXP121230,12/29/2024,Sales,Utilities,CloudNet,186729,253326,Bank Transfer
EXP105674,1/27/2024,Administration,Marketing Campaign,CloudNet,135956,192645,Credit Card
EXP114987,9/17/2024,Administration,Software,Urban Services,257889,243672,Credit Card
EXP116424,10/10/2024,Finance,Software,Star Traders,156539,151371,Cash
EXP110259,12/19/2024,Operation,Marketing Campaign,Star Traders,181574,99141,Cash
EXP121189,3/18/2024,Operation,Training,Bright Media,134074,142386,Credit Card
EXP105604,2/18/2024,Marketing,Consulting,Bright Media,233387,203961,Cash
EXP119680,2/20/2024,Sales,Marketing Campaign,ABC Pvt Ltd,169780,190439,Bank Transfer
EXP111419,3/22/2025,Operation,Marketing Campaign,Quick Supplies,248146,258778,UPI
EXP112239,3/25/2024,Sales,Salary,ABC Pvt Ltd,246689,323270,UPI
EXP124166,3/2/2025,Marketing,Training,Prime Vendors,37944,49689,Cash
EXP113897,9/16/2024,Finance,Marketing Campaign,Prime Vendors,274722,137840,Cash
EXP120338,1/2/2024,Marketing,Office Supplies,Tech Solutions,45007,34702,UPI
EXP100321,5/7/2025,Marketing,Salary,Bright Media,144868,133251,UPI
EXP101334,7/1/2024,HR,Maintenance,ABC Pvt Ltd,82700,95104,Bank Transfer
EXP122064,9/9/2024,Sales,Travel,Urban Services,258284,216292,Bank Transfer
EXP108217,7/3/2025,HR,Training,Urban Services,91350,108732,Credit Card
EXP101563,5/22/2024,Sales,Office Supplies,Star Traders,239479,233170,UPI
EXP121149,6/3/2025,Marketing,Maintenance,ABC Pvt Ltd,65787,35289,Credit Card
EXP117299,6/12/2024,HR,Salary,Bright Media,269782,270213,Cash
EXP112822,3/15/2025,HR,Maintenance,Star Traders,63059,73325,UPI
EXP103841,5/5/2025,IT,Software,ABC Pvt Ltd,118097,68474,Credit Card
EXP116809,1/1/2024,IT,Internet,Tech Solutions,223676,116852,Bank Transfer
EXP116777,2/29/2024,Sales,Internet,Star Traders,47530,64327,Credit Card
EXP104359,2/15/2024,Sales,Salary,ABC Pvt Ltd,220491,323946,Credit Card
EXP114128,2/23/2024,Operation,Office Supplies,Quick Supplies,120036,147455,Credit Card
EXP122364,2/6/2024,Operation,Internet,Tech Solutions,286446,198043,UPI
EXP100948,2/5/2025,Finance,Utilities,Star Traders,220094,253970,Bank Transfer
EXP123461,5/7/2024,Marketing,Travel,CloudNet,251742,189307,Credit Card
EXP102322,2/26/2025,Operation,Marketing Campaign,ABC Pvt Ltd,117634,77905,Credit Card
EXP124624,3/30/2025,HR,Maintenance,Urban Services,254939,319561,Credit Card
EXP116853,2/26/2024,Administration,Marketing Campaign,Data Corp,58298,69006,UPI
EXP116643,11/10/2024,Finance,Maintenance,Bright Media,242210,230975,Credit Card
EXP121170,4/3/2025,Finance,Office Supplies,Quick Supplies,137350,173667,Bank Transfer
EXP118373,7/19/2024,Finance,Training,Data Corp,215875,197428,UPI
EXP123463,3/24/2024,Finance,Maintenance,Star Traders,258413,278381,UPI
EXP110099,6/28/2024,Operation,Maintenance,Bright Media,150928,125676,Credit Card
EXP111711,11/10/2024,Administration,Training,Urban Services,61130,35148,Bank Transfer
EXP104227,2/26/2024,HR,Travel,Data Corp,215187,136295,Cash
EXP116880,1/22/2025,HR,Office Supplies,Global Systems,131457,106597,UPI
EXP122404,7/12/2024,Operation,Consulting,Global Systems,299159,319339,Bank Transfer
EXP113355,11/11/2024,Finance,Software,Data Corp,168745,219539,Credit Card
EXP111883,11/19/2024,Sales,Office Supplies,Prime Vendors,213402,283427,Credit Card
EXP117068,4/27/2024,HR,Consulting,Star Traders,27763,19579,Bank Transfer
EXP117716,1/9/2024,HR,Maintenance,Quick Supplies,102634,140614,Bank Transfer
EXP124274,5/2/2025,Marketing,Office Supplies,Bright Media,193850,226049,UPI
EXP113871,10/28/2024,Administration,Software,Data Corp,240619,336138,Cash
EXP112939,12/9/2024,Operation,Office Supplies,ABC Pvt Ltd,184620,177483,Credit Card
EXP106393,11/4/2024,IT,Consulting,Tech Solutions,119515,69509,UPI
EXP110811,4/29/2025,HR,Office Supplies,Prime Vendors,148033,96128,UPI
EXP105120,2/26/2025,Sales,Office Supplies,Quick Supplies,41309,32182,Cash
EXP124913,4/27/2024,IT,Software,Data Corp,191111,122440,Bank Transfer
EXP110031,3/24/2025,Administration,Maintenance,Bright Media,225720,248835,Bank Transfer
EXP100292,7/11/2024,Finance,Marketing Campaign,Tech Solutions,160885,181448,Cash
EXP105239,4/17/2024,Administration,Salary,Urban Services,27973,17219,Bank Transfer
EXP108289,1/15/2025,Marketing,Travel,CloudNet,68431,80791,Cash
EXP102504,9/9/2024,Administration,Marketing Campaign,CloudNet,214508,139303,Credit Card
EXP110371,5/30/2024,Marketing,Office Supplies,Urban Services,218716,176403,Bank Transfer
EXP111364,7/2/2024,HR,Marketing Campaign,Global Systems,245434,253449,UPI
EXP107391,2/7/2025,IT,Utilities,Global Systems,26441,38088,Bank Transfer
EXP117060,2/3/2024,IT,Internet,Prime Vendors,90103,103100,Credit Card
EXP114227,10/9/2024,HR,Software,Tech Solutions,262581,316816,UPI
EXP108954,3/27/2025,Marketing,Consulting,Data Corp,79197,101200,Cash
EXP108281,8/21/2024,Administration,Internet,Star Traders,113311,117463,Bank Transfer
EXP100110,3/4/2024,Marketing,Consulting,Urban Services,27297,20867,Credit Card
EXP122926,2/21/2025,Finance,Salary,Quick Supplies,261813,131440,Bank Transfer
EXP113867,12/29/2024,IT,Salary,Data Corp,88734,67016,UPI
EXP114832,8/19/2024,Finance,Salary,Urban Services,170222,128748,Cash
EXP110946,2/5/2025,Administration,Software,Star Traders,80183,95620,Cash
EXP109358,11/20/2024,Administration,Marketing Campaign,Star Traders,205866,275005,Cash
EXP117757,6/21/2024,Sales,Training,Tech Solutions,27623,18639,Credit Card
EXP104077,8/1/2024,Operation,Internet,CloudNet,236650,162948,Credit Card
EXP105356,2/27/2025,IT,Office Supplies,Star Traders,32118,31721,Cash
EXP116726,8/22/2024,Finance,Maintenance,Prime Vendors,38762,35179,Bank Transfer
EXP106560,3/1/2025,IT,Travel,Urban Services,170244,197265,Credit Card
EXP117259,12/3/2025,Finance,Travel,Data Corp,76585,61612,Cash
EXP103349,7/14/2024,HR,Consulting,CloudNet,294365,354678,Cash
EXP112521,6/5/2024,Administration,Marketing Campaign,Data Corp,90562,75632,Credit Card
EXP120243,1/30/2024,HR,Utilities,ABC Pvt Ltd,228560,286019,Credit Card
EXP108437,10/12/2024,Finance,Internet,CloudNet,292899,240778,UPI
EXP105063,12/14/2024,IT,Travel,Urban Services,221736,142919,UPI
EXP110470,12/24/2024,HR,Travel,CloudNet,122701,131709,Cash
EXP117895,8/25/2024,Finance,Utilities,Prime Vendors,173494,176187,UPI
EXP122721,1/11/2024,Administration,Utilities,Bright Media,129416,85165,UPI
EXP119951,5/15/2025,Sales,Internet,Prime Vendors,265381,348541,Cash
EXP100095,1/16/2025,Operation,Marketing Campaign,Star Traders,235364,127955,Bank Transfer
EXP121655,5/30/2024,Marketing,Marketing Campaign,Prime Vendors,284523,146882,Bank Transfer
EXP113905,6/8/2024,Marketing,Travel,Star Traders,72800,89579,Cash
EXP102611,4/19/2025,Administration,Training,Bright Media,43583,22938,Cash
EXP110098,2/18/2024,Operation,Software,ABC Pvt Ltd,160387,195197,Credit Card
EXP111010,3/25/2024,Administration,Training,Bright Media,34316,29616,Credit Card
EXP108411,12/8/2024,HR,Marketing Campaign,Urban Services,73360,38819,Credit Card
EXP115144,1/23/2025,Operation,Utilities,Tech Solutions,164898,115380,Cash
EXP104155,12/28/2024,Administration,Utilities,ABC Pvt Ltd,153235,207362,UPI
EXP116214,2/4/2025,Administration,Salary,Prime Vendors,290238,335101,Cash
EXP107420,10/31/2024,IT,Software,Star Traders,246277,316951,Credit Card
EXP120732,2/21/2025,HR,Software,Star Traders,136015,114378,Cash
EXP110925,7/20/2024,Marketing,Software,Data Corp,33635,32855,UPI
EXP112558,10/6/2024,IT,Travel,Bright Media,151403,81707,Bank Transfer
EXP115503,3/11/2024,Sales,Salary,Global Systems,130641,80430,Credit Card
EXP106170,3/16/2024,Marketing,Internet,Quick Supplies,286876,258194,Cash
EXP110649,10/21/2024,Sales,Maintenance,Tech Solutions,199908,173591,Cash
EXP118424,6/23/2024,IT,Salary,Bright Media,86346,47310,Bank Transfer
EXP105703,1/5/2024,HR,Office Supplies,ABC Pvt Ltd,289416,422023,Credit Card
EXP112749,8/20/2024,HR,Software,Urban Services,177257,217729,Credit Card
EXP110750,2/29/2024,Operation,Maintenance,Star Traders,287543,163841,UPI
EXP121462,4/2/2025,Operation,Maintenance,Prime Vendors,286730,255279,Bank Transfer
EXP106457,3/14/2024,Finance,Utilities,Global Systems,139458,115155,Cash
EXP114898,7/1/2024,Administration,Utilities,Data Corp,125984,93727,Bank Transfer
EXP115955,5/19/2024,IT,Travel,CloudNet,293060,186950,Bank Transfer
EXP117050,8/9/2024,IT,Marketing Campaign,ABC Pvt Ltd,232397,262075,Cash
EXP106742,12/14/2024,HR,Office Supplies,CloudNet,164547,198869,Credit Card
EXP124976,5/10/2025,Sales,Consulting,Global Systems,47934,68750,Credit Card
EXP122771,6/28/2024,Operation,Salary,Star Traders,127181,136556,Bank Transfer
EXP108851,4/2/2024,HR,Salary,Bright Media,92333,121154,Cash
EXP115387,11/23/2024,Operation,Maintenance,Data Corp,229825,300484,Cash
EXP104791,5/6/2024,Finance,Maintenance,CloudNet,36557,21795,Cash
EXP104200,7/26/2024,Sales,Office Supplies,Urban Services,53544,60211,Cash
EXP123135,2/11/2024,Finance,Salary,Urban Services,285365,376942,Credit Card
EXP122873,7/16/2024,Operation,Software,ABC Pvt Ltd,100058,86869,Cash
EXP108085,2/1/2025,Sales,Travel,Prime Vendors,49137,41512,Bank Transfer
EXP100319,5/4/2024,Operation,Utilities,Data Corp,179336,222300,Bank Transfer
EXP109432,2/22/2024,Operation,Marketing Campaign,Star Traders,257825,302454,Cash
EXP116534,12/10/2024,IT,Office Supplies,Tech Solutions,251328,172416,Cash
EXP110567,6/17/2024,HR,Office Supplies,Global Systems,137261,205634,UPI
EXP118433,1/29/2024,Operation,Utilities,Global Systems,185389,113195,Cash
EXP122426,9/23/2024,Marketing,Consulting,ABC Pvt Ltd,62113,86460,Cash
EXP105913,5/1/2025,Sales,Internet,Prime Vendors,177519,219436,UPI
EXP105614,4/19/2025,Administration,Software,Prime Vendors,265918,293983,UPI
EXP114030,2/15/2024,Finance,Training,Star Traders,92827,49281,UPI
EXP107232,5/28/2024,Sales,Office Supplies,Tech Solutions,225950,187298,Bank Transfer
EXP105493,1/30/2024,Operation,Maintenance,CloudNet,171505,97926,UPI
EXP109408,4/1/2025,HR,Marketing Campaign,Quick Supplies,27167,25745,UPI
EXP119202,4/21/2025,Finance,Consulting,Urban Services,292398,222291,Credit Card
EXP100330,2/3/2024,IT,Software,Data Corp,59314,30950,UPI
EXP109978,5/17/2024,HR,Software,Tech Solutions,276581,223527,Cash
EXP109004,7/16/2024,Operation,Maintenance,Bright Media,272417,194208,Cash
EXP110170,3/27/2024,Operation,Software,Urban Services,102909,152822,Bank Transfer
EXP103116,2/13/2024,Administration,Office Supplies,ABC Pvt Ltd,47814,52377,Cash
EXP120887,5/8/2024,Marketing,Consulting,Data Corp,80360,51857,Credit Card
EXP103331,3/9/2024,Operation,Salary,CloudNet,279700,325206,Bank Transfer
EXP100613,5/24/2024,Sales,Marketing Campaign,Prime Vendors,208347,127028,Cash
EXP109458,12/14/2024,Finance,Internet,Global Systems,243064,335718,Bank Transfer
EXP107579,4/10/2024,HR,Office Supplies,Data Corp,183575,197563,Credit Card
EXP100722,9/23/2024,IT,Salary,Quick Supplies,60117,69800,Credit Card
EXP115382,6/3/2025,Finance,Salary,Prime Vendors,168099,213171,Credit Card
